"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL188"	"WIN-552122"	"None"	"426.52"	"0"	"4.60"	"WIN55,212-2"	"Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3"	"Ki"	"'='"	"28.8"	"nM"	"7.54"	""	""	"UO_0000065"	"17.68"	"0.32"	"2.94"	"17.26"	"1"	"CHEMBL3998732"	"Displacement of [3H]CP55940 from human CB1 receptor expressed in HEK293 EBNA cell membranes after 90 mins by liquid scintillation and luminescence counting method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3997787"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2017"	"CHEMBL3307715"	""
"CHEMBL3353838"	""	"None"	"502.54"	"1"	"4.29"	"64"	"N#Cc1ccccc1CSc1nnc2c3ccccc3n(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2n1"	"EC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL3375408"	"Agonist activity at human CB1R expressed in CHO cells assessed as reduction in forskolin-induced cAMP accumulation by beta-galactosidase based complementation immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352243"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"CHEMBL3308072"	""
"CHEMBL3775199"	""	"None"	"421.55"	"0"	"4.12"	"26"	"CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccc(C)cc3)nc12"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3778962"	"Displacement of [3H]CP-55,940 from human CB1 receptor expressed in CHO cell membranes after 90 mins by scintillation counting analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3774386"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"CHEMBL3308072"	""
"CHEMBL3353814"	""	"None"	"360.36"	"0"	"4.82"	"22"	"FC(F)(F)c1ccccc1CSc1nnc2c(n1)[nH]c1ccccc12"	"Ki"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL3375410"	"Displacement of [3H]CP55940 from human CB1R expressed in CHO cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352243"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"CHEMBL3308072"	""
"CHEMBL431184"	""	"None"	"449.55"	"0"	"2.80"	"4"	"COC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(C)n(CCN2CCOCC2)c2ccccc12"	"Ki"	""	""	"nM"	""	""	"Not Determined"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL658835"	"Binding affinity against human CB2 receptor expressed in CHO cells by using CP-55940 as Radioactive tracer; NT = not tested"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134897"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"CHEMBL3308072"	""
"CHEMBL3774762"	""	"None"	"416.53"	"0"	"1.98"	"33"	"CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(N3CCOCC3)nc12"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3778962"	"Displacement of [3H]CP-55,940 from human CB1 receptor expressed in CHO cell membranes after 90 mins by scintillation counting analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3774386"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"CHEMBL3308072"	""
"CHEMBL138772"	""	"None"	"468.68"	"1"	"6.36"	"50"	"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)CCCCC(=O)NN3CCCCC3)cc1OC2(C)C"	"Ki"	"'='"	"4.5"	"nM"	"8.35"	""	""	"UO_0000065"	"17.81"	"0.34"	"1.99"	"13.51"	"0"	"CHEMBL925155"	"Binding affinity to CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140633"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""
"CHEMBL188"	"WIN-552122"	"None"	"426.52"	"0"	"4.60"	"2, WIN55212-2"	"Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3"	"Ki"	"'='"	"46.0"	"nM"	"7.34"	""	""	"UO_0000065"	"17.20"	"0.31"	"2.74"	"16.79"	"1"	"CHEMBL2032793"	"Displacement of [3H]CP55940 from human CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2029249"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"CHEMBL3307715"	""
"CHEMBL2029729"	""	"None"	"425.57"	"0"	"3.31"	"(R)-21"	"CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1"	"EC50"	"'='"	"51.4"	"nM"	"7.29"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2032795"	"Agonist activity at human CB1 receptor expressed in HEK293 cells assessed as [35S]GTPgamma binding"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2029249"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"CHEMBL3307715"	""
"CHEMBL523749"	""	"None"	"459.43"	"1"	"6.52"	"16"	"CCCCCN(CCCCC)C(=O)c1ccccc1C(=O)Nc1ccc(Br)cc1"	"Ki"	"'>'"	"50.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1022319"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139386"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""
"CHEMBL2071065"	""	"None"	"361.27"	"1"	"5.01"	"25"	"CCc1c(C(=O)NCCc2ccc(Cl)cc2)[nH]c2ccc(Cl)cc12"	"Activity"	"'<'"	"30.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3406968"	"Agonist activity at human CB1 receptor expressed in CHO-RD-HGA16 cells at 10 uM after 15 mins by FLIPR assay relative to CP55940"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"RD-HGA16"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3399946"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"None"	""
"CHEMBL3422791"	""	"None"	"414.51"	"0"	"1.74"	"B2"	"CC1CCC(NC(=O)c2c(O)c3cccnc3n(CCN3CCOCC3)c2=O)CC1"	"Ki"	"'='"	"630.3"	"nM"	"6.20"	""	""	"UO_0000065"	"14.96"	"0.28"	"4.46"	"6.41"	"0"	"CHEMBL3425329"	"Displacement of [3H]-CP-55940 from recombinant human CB1 receptor overexpressed in HEK293 cell membranes after 90 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3421611"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2015"	"CHEMBL3307715"	""
"CHEMBL3422789"	""	"None"	"342.44"	"0"	"2.69"	"A6"	"CC1CCC(NC(=O)c2cc3ccccc3n(CCCO)c2=O)CC1"	"Ki"	"'='"	"3761.0"	"nM"	"5.42"	""	""	"UO_0000065"	"15.84"	"0.30"	"2.73"	"7.61"	"0"	"CHEMBL3425329"	"Displacement of [3H]-CP-55940 from recombinant human CB1 receptor overexpressed in HEK293 cell membranes after 90 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3421611"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2015"	"CHEMBL3307715"	""
"CHEMBL2205584"	""	"None"	"446.42"	"0"	"3.61"	"3k"	"COCCNC(=O)c1c(NC(=O)c2c(F)cccc2C(F)(F)F)sc2c1CCOC2"	"Efficacy"	"'='"	"58.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2213227"	"Agonist activity at human CB1 receptor after 4 hrs by luciferase reporter gene assay relative to control"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2203203"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL111"	"RIMONABANT"	"4.0"	"463.80"	"1"	"5.94"	"Rimonabant"	"Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Ki"	"'='"	"0.73"	"nM"	"9.14"	""	""	"UO_0000065"	"19.70"	"0.42"	"3.20"	"18.22"	"0"	"CHEMBL1912343"	"Displacement of [3H]BMS-725519 from human CB1 receptor expressed in CHO cells after 90 mins by scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909595"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"CHEMBL3308072"	""
"CHEMBL1911375"	""	"None"	"486.87"	"0"	"4.74"	"17, [3H]BMS-725519"	"[3H]c1cc(-c2cnn3c(=O)n(Cc4ccc(C(F)(F)F)nc4[3H])nc3c2-c2ccncc2)ccc1Cl"	"Kd"	"'='"	"3.95"	"nM"	"8.40"	""	""	"UO_0000065"	"17.40"	"0.34"	"3.66"	"10.78"	"0"	"CHEMBL1912277"	"Binding affinity to human CB1 receptor expressed in CHO cells after 90 mins by scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909595"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"CHEMBL3308072"	""
"CHEMBL388590"	"BENZBROMARONE"	"4.0"	"424.09"	"1"	"5.46"	"BENZBROMARONE"	"CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL2205616"	""	"None"	"454.47"	"0"	"4.60"	"3e"	"O=C(Nc1sc2c(c1C(=O)N1CCCCC1)CCOC2)c1ccccc1OC(F)(F)F"	"Efficacy"	"'='"	"85.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2213227"	"Agonist activity at human CB1 receptor after 4 hrs by luciferase reporter gene assay relative to control"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2203203"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL2204899"	""	"None"	"419.55"	"0"	"2.34"	"4g"	"COCCNC(=O)c1c(NC(=O)C2CCCN2C(=O)C2CC2)sc2c1CCCC2"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2212769"	"Agonist activity at human CB1 receptor after 4 hrs by luciferase reporter gene assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2203203"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL3964524"	""	"None"	"418.48"	"0"	"3.76"	"BDBM242450"	"O=S(=O)(NCC1CCCO1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F"	"Ki"	"'='"	"1804.0"	"nM"	"5.74"	""	"422736"	"UO_0000065"	"13.73"	"0.28"	"1.98"	"8.52"	"0"	"CHEMBL3888918"	"Binding Assay: The binding assays were performed by testing the ability of the new compounds to displace the radiolabeled synthetic non-selective cannabinoid agonist [3H]CP55940 (168 Ci/mmol; PerkinElmer) from the human CB1 (hCB1) or human CB2 (hCB2) receptors on membranes derived from stably transfected HEK-293 cells (PerkinElmer). Membranes were diluted in assay buffer (50 mM Tris-HCl, 1 mM EDTA, 1 mM MgCl2, 1 mg/ml BSA, pH=7.4). The amount of membrane was determined for each batch of membranes according to protein binding assay. The minimum amount of membrane that gave 50% specific binding was used for the binding assay. In most assays, binding was tested using 8 μg and 4 μg protein of hCB1 and hCB2 membranes, respectively. The tested compounds were dissolved in DMSO and diluted in assay buffer to a final concentration of 0.1% solvent. Total binding of [3H]CP55940 was evaluated with 1.5 nM to hCB1 and with 0.5 nM to hCB2, according to Kd affinity of [3H]CP55940 for the respective membranes. The ability of the tested compounds to displace [3H]CP55940 was evaluated first at a single concentration point of 100 nM for binding toward hCB2 or hCB1. In certain cases, the displacement was tested at compound concentrations ranging from 0.03 nM to 10 μM. Non-specific binding was measured by the addition of 1 μM of unlabelled CP55940 to the tubes. Binding assays were performed in triplicate in a total volume of 500 μl for 60 minutes at 30° C., in a shaking bath. Free and bound radioligands were separated by rapid filtration through GF/C filter plates (PerkinElmer) that had been presoaked with 0.1% Polyethylenimine (Sigma). Filters were shaken for 1 hour in 7 ml scintillation fluid (PerkinElmer) and radioactivity was determined by liquid scintillation counter (Wallac; PerkinElmer)."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886886"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3307715"	""
"CHEMBL1242923"	""	"None"	"407.51"	"0"	"2.63"	"17"	"O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1"	"Ki"	"'>='"	"1000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1248894"	"Binding affinity to human CB1 receptor by radioligand displacement assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1240489"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""
"CHEMBL411112"	""	"None"	"436.30"	"0"	"4.77"	"14"	"N#Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccccc2)c1-n1cccc1"	"Ki"	"'='"	"280.0"	"nM"	"6.55"	""	""	"UO_0000065"	"15.02"	"0.30"	"1.78"	"8.66"	"0"	"CHEMBL933206"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142276"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3307715"	""
"CHEMBL454813"	""	"None"	"351.86"	"0"	"3.21"	"20"	"CC(C)(C(=O)NCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1"	"Emax"	"'='"	"7.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1021559"	"Agonist activity at human CB1 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139336"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"CHEMBL3308860"	""
"CHEMBL361181"	""	"None"	"415.32"	"1"	"5.18"	"15a"	"O=C(NN1CCCCC1)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)[nH]1"	"IC50"	"'='"	"6000.0"	"nM"	"5.22"	""	""	"UO_0000065"	"12.57"	"0.25"	"0.04"	"8.56"	"1"	"CHEMBL832272"	"Inhibitory concentration against human recombinant cannabinoid receptor type 1 expressed in Chinese Hamster Ovary (CHO) cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142014"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"CHEMBL3308072"	""
"CHEMBL369097"	""	"None"	"463.80"	"1"	"5.85"	"24a"	"Cn1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"IC50"	"'='"	"6.1"	"nM"	"8.21"	""	""	"UO_0000065"	"17.71"	"0.37"	"2.36"	"16.38"	"0"	"CHEMBL832272"	"Inhibitory concentration against human recombinant cannabinoid receptor type 1 expressed in Chinese Hamster Ovary (CHO) cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142014"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"CHEMBL3308072"	""
"CHEMBL4483556"	""	"None"	"373.44"	"1"	"5.18"	"(-)-8"	"N#Cc1ccc2c(C(C[N+](=O)[O-])c3cccs3)c(-c3ccccc3)[nH]c2c1"	"EC50"	"'='"	"36.0"	"nM"	"7.44"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4352700"	"Positive allosteric modulation of human Gi/Go-coupled CB1 receptor expressed in CHOK1 cells assessed as increase in CP55940-induced inhibition of forskolin-stimulated cAMP production preincubated for 30 mins followed by CP55940 addition and measured after 30 to 60 mins by Hit-hunter assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4350967"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"None"	""
"CHEMBL4453657"	""	"None"	"362.45"	"1"	"5.61"	"5; ZCZ-011"	"Cc1ccc2c(C(C[N+](=O)[O-])c3cccs3)c(-c3ccccc3)[nH]c2c1"	"EC50"	"'='"	"32.0"	"nM"	"7.50"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4352701"	"Agonist activity at human Gi/Go-coupled CB1 receptor expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP production measured after 30 mins by Hit-hunter assay"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4350967"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"None"	""
"CHEMBL2057800"	""	"None"	"382.90"	"0"	"3.54"	"7"	"Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CC3)c2n1"	"EC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2060583"	"Agonist activity at human CB1 receptor expressed in CHO cells assessed as [35S]-GTPgammaS binding preincubated for 25 mins measured after 30 mins by scintillation proximity assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2057154"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"CHEMBL3308072"	""
"CHEMBL2057797"	""	"None"	"352.46"	"0"	"3.34"	"4"	"CC(=O)N1CCN(c2nc(C)nc3sc(-c4ccccc4)cc23)CC1"	"EC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2060583"	"Agonist activity at human CB1 receptor expressed in CHO cells assessed as [35S]-GTPgammaS binding preincubated for 25 mins measured after 30 mins by scintillation proximity assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2057154"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"CHEMBL3308072"	""
"CHEMBL425662"	""	"None"	"379.89"	"1"	"5.26"	"12"	"O=C(NC1CCCCC1)c1cn(-c2ccc(Cl)cc2)c(-c2ccccc2)n1"	"Ki"	"'='"	"130.0"	"nM"	"6.89"	""	""	"UO_0000065"	"18.13"	"0.35"	"1.63"	"14.68"	"0"	"CHEMBL887658"	"Displacement of [3H]CP-559440 from human CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144643"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3307715"	""
"CHEMBL251163"	""	"None"	"374.44"	"0"	"2.62"	"22"	"O=c1c2cn(CCN3CCOCC3)c3ccccc3c-2nn1-c1ccccc1"	"Ki"	"'='"	"2800.0"	"nM"	"5.55"	""	""	"UO_0000065"	"14.83"	"0.27"	"2.93"	"10.62"	"0"	"CHEMBL941882"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140571"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3307715"	""
"CHEMBL201923"	""	"None"	"440.33"	"0"	"4.68"	"2b"	"O=c1c2nn(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)c2ncn1N1CCCCC1"	"Ki"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL859083"	"Functional activity at human CB1 receptor transfected in CHOK1 cells by [35SGTP]gammaS assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149436"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"CHEMBL3307512"	""
"CHEMBL2057798"	""	"None"	"370.89"	"0"	"3.13"	"5"	"CCN1CCN(c2nc(C)nc3c2nc(-c2ccccc2Cl)n3C)CC1"	"Efficacy"	"'='"	"89.8"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2060582"	"Agonist activity at human CB1 receptor expressed in CHO cells assessed as [35S]-GTPgammaS binding preincubated for 25 mins measured after 30 mins by scintillation proximity assay relative to control"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2057154"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"CHEMBL3308072"	""
"CHEMBL247511"	""	"None"	"425.71"	"1"	"6.43"	"5c"	"N#Cc1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)nc1-n1ccnc1"	"IC50"	"'='"	"12.0"	"nM"	"7.92"	""	""	"UO_0000065"	"18.61"	"0.39"	"1.49"	"14.53"	"0"	"CHEMBL903520"	"Binding affinity at CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139131"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""
