zinc_id,smiles
ZINC000044989704,O=C(NCCCc1ccccc1)c1ccc2[nH]c(-c3ccc(Cl)cc3)nc2c1
ZINC000006566922,O=C(Cc1ccccc1Cl)N[C@@H](Cc1ccccc1)c1nc2ccccc2[nH]1
ZINC000029124901,O=C(CCCc1nc2ccccc2[nH]1)Nc1ccc(-c2ccccc2)cc1Cl
ZINC000025037323,O=C(CCc1ccccc1Cl)N[C@@H](c1ccccc1)c1ccc2nc[nH]c2c1
ZINC000033264715,O=C(NCc1cccc(Cl)c1)c1ccc(CCc2nc3ccccc3[nH]2)cc1
ZINC000029924558,O=C(CCc1nc2ccccc2[nH]1)N[C@@H](c1ccccc1)c1ccc(Cl)cc1
ZINC000016694665,CC(C)(C(=O)N[C@H](Cc1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1
ZINC000006459453,CC(C)[C@H](NC(=O)C(c1ccccc1)c1ccccc1)c1nc2ccccc2[nH]1
ZINC000025030349,Cc1ccc([C@H](NC(=O)CCc2nc3ccccc3[nH]2)c2ccccc2)cc1C
ZINC000045192912,Cc1cc2nc(-c3ccc(C(=O)NCCCc4ccccc4)cc3)[nH]c2cc1C
ZINC000012554238,CN(C)c1ccc(CN[C@H](C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc1
ZINC000025037243,Cc1ccc(CCC(=O)N[C@H](c2ccccc2)c2ccc3nc[nH]c3c2)c(C)c1
ZINC000013723189,C[C@@H](O)c1ccc(-c2ccc(CNCCc3ccc(Cl)cc3Cl)o2)cc1
ZINC000006783937,CCOC(=O)c1c(Nc2ccccc2)nc2ccccc2c1Nc1ccccc1
ZINC000033020628,O=C(Cc1c(Sc2ccccc2)[nH]c2ccccc12)NCc1cccc(F)c1
ZINC000051279178,C[C@@H](NC(=O)NCCc1c[nH]c2cc(F)ccc12)c1cccc([N+](=O)[O-])c1
ZINC000007659766,C=CCNC(=S)NC[C@H](c1ccccc1Cl)c1c[nH]c2ccccc12
ZINC000002425178,Fc1ccc(CCNC(=S)Nc2ccc(Nc3ccccc3)cc2)cc1
ZINC000001148960,C=C(C)c1cccc(C(C)(C)NC(=O)NCCc2c[nH]c3ccccc23)c1
ZINC000045480989,O=C(CCCc1c[nH]c2ccccc12)NNc1ccccc1C(F)(F)F
ZINC000041411579,O=C(NCc1ccccc1[N+](=O)[O-])C(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC000048652842,O=C(NCc1ccc(Cl)cc1Cl)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC000006310290,O=C(CNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)Nc1cc(Cl)ccc1Cl
ZINC000008314901,O=C(CNC(=O)c1ccc(Cl)cc1[N+](=O)[O-])Nc1cc(Cl)ccc1Cl
ZINC000008397378,CC(NC(=O)Nc1cc(C(F)(F)F)ccc1Cl)(C(F)(F)F)C(F)(F)F
ZINC000000837029,Cc1ccc(N[C@@H](NC(=O)c2ccccc2[N+](=O)[O-])C(Cl)(Cl)Cl)cc1
ZINC000001232862,Cc1ccccc1N[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(Cl)(Cl)Cl
ZINC000019228852,O=C(N[C@H](NCc1ccccc1)C(Cl)(Cl)Cl)c1ccccc1[N+](=O)[O-]
ZINC000001232870,O=C(Cc1ccccc1)N[C@H](Nc1cccc([N+](=O)[O-])c1)C(Cl)(Cl)Cl
ZINC000004032050,O=C(Cc1ccccc1)N[C@H](Nc1ccc([N+](=O)[O-])cc1)C(Cl)(Cl)Cl
ZINC000019333787,O=C(N[C@H](NCc1ccccc1)C(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1
ZINC000013814794,O=C(/C=C/c1ccc(Sc2ccc(Cl)cc2Cl)c(Cl)c1)NCCO
ZINC000015423224,O=C(NNc1ccccc1[N+](=O)[O-])c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1
ZINC000021760367,Cc1ccc(C(=O)NCCNc2ncc(C(F)(F)F)cc2Cl)cc1[N+](=O)[O-]
ZINC000004619299,O=C(NC(Nc1ccc(Cl)cc1)(C(F)(F)F)C(F)(F)F)C1CCCCC1
ZINC000003123362,Cc1ccc(NC(=S)N[C@@H](Nc2ccc(C)cc2)C(Cl)(Cl)Cl)cc1
ZINC000049617021,O=C(CCNC(=O)c1ccc(F)cc1Cl)NCc1ccc(C(F)(F)F)cc1
ZINC000028576938,O=C(CCC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)NCc1ccc(F)cc1
ZINC000044759731,Cc1ccc(C(=O)NCC(F)(F)F)cc1NC(=O)Cc1c(F)cccc1Cl
ZINC000003283759,O=[N+]([O-])c1cccc(/C=N/NC(=S)Nc2cc(C(F)(F)F)ccc2Cl)c1
ZINC000003286362,O=[N+]([O-])c1ccccc1/C=N/NC(=S)Nc1cc(C(F)(F)F)ccc1Cl
ZINC000003624205,Cc1[nH]c2c(Cl)cccc2c1CCNC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
ZINC000046350810,O=C(COC(=O)c1[nH]c2ccccc2c1Cl)NC1CCC(C(F)(F)F)CC1
ZINC000006610073,CC(C)[C@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OCC(=O)c1ccc[nH]1
ZINC000047502770,Cc1cc(OCC(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)c(C(C)C)cc1Cl
ZINC000028826863,C=C(C)CCC[C@]1(C)C2=CCC[C@](C)(C[C@@H](O)C3=CC(=O)O[C@H]3O)[C@H]2CC[C@H]1C
ZINC000032855911,C[C@@H](Nc1ccc(Oc2ccccc2Cl)cc1)C(=O)Nc1c(F)cccc1F
ZINC000019840871,S=C(Nc1ccc(Nc2ccccc2)cc1)N1CCN(Cc2ccccc2)CC1
ZINC000004925208,S=C(NCCn1ccc2ccccc21)NCc1ccc2[nH]c3c(c2c1)CCCC3
ZINC000001849208,CC[C@H](C)c1ccccc1NC(=S)NC(=O)C(c1ccccc1)c1ccccc1
ZINC000006376077,C[C@H](OC(=O)CCCc1c[nH]c2ccccc12)C(=O)Nc1ccc(F)cc1Cl
ZINC000048864813,CC(C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Oc1ccc(F)cc1Cl
ZINC000051832842,CCc1cccc(C)c1NC(=O)[C@@H](C)OC(=O)c1[nH]c2ccc(F)cc2c1Cl
ZINC000051832913,Cc1cccc(C)c1NC(=O)CCCOC(=O)c1[nH]c2ccc(F)cc2c1Cl
